0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,0,0,
6,0,0,
7,0,0,
8,0,0,
9,0,0,
10,0,0,
11,0,0,
12,0,0,
13,0,0,
14,0,0,
15,0,0,
16,0,0,
17,0,0,
18,0,0,
19,0,0,
20,0,0,
21,0,0,
22,0,0,
23,0,0,
24,0,0,
25,0,0,
26,0,0,
27,0,0,
28,0,0,
29,0,0,
30,0,0,
31,0,0,
32,0,0,
33,0,0,
34,0,0,
35,0,0,
36,0,0,
37,0,0,
37,0,1,
38,0,1,
39,0,1,
40,0,1,
41,0,1,
42,0,1,
43,0,1,
44,0,1,
45,0,1,
46,0,1,
47,0,1,
48,0,1,
49,0,1,
50,0,1,
51,0,1,
52,0,1,
53,0,1,
54,0,1,
55,0,1,
56,0,1,
57,0,1,
58,0,1,
59,0,1,
60,0,1,
61,0,1,
62,0,1,
63,0,1,
63,1,1,
64,1,1,
65,1,1,
66,1,1,
67,1,1,
68,1,1,
69,1,1,
70,1,1,
71,1,1,
72,1,1,
73,1,1,
74,1,1,
75,1,1,
76,1,1,
77,1,1,
78,1,1,
79,1,1,
79,2,1,
80,2,1,
81,2,1,
81,3,1,
82,3,1,
83,3,1,
83,3,2,
84,3,2,
85,3,2,
85,4,2,
86,4,2,
87,4,2,
88,4,2,
89,4,2,
90,4,2,
91,4,2,
92,4,2,
93,4,2,
94,4,2,
95,4,2,
96,4,2,
97,4,2,
98,4,2,
99,4,2,
100,4,2,
101,4,2,
102,4,2,
103,4,2,
104,4,2,
105,4,2,
106,4,2,
107,4,2,
108,4,2,
109,4,2,
110,4,2,
111,4,2,
112,4,2,
113,4,2,
114,4,2,
115,4,2,
116,4,2,
117,4,2,
118,4,2,
119,4,2,
120,4,2,
121,4,2,
122,4,2,
123,4,2,
124,4,2,
125,4,2,
126,4,2,
126,4,3,
127,4,3,
128,4,3,
129,4,3,
130,4,3,
131,4,3,
132,4,3,
133,4,3,
134,4,3,
135,4,3,
136,4,3,
137,4,3,
138,4,3,
139,4,3,
140,4,3,
141,4,3,
142,4,3,
143,4,3,
144,4,3,
145,4,3,
146,4,3,
146,4,4,
147,4,4,
148,4,4,
149,4,4,
150,4,4,
151,4,4,
152,4,4,
152,4,5,
153,4,5,
154,4,5,
155,4,5,
156,4,5,
157,4,5,
158,4,5,
158,4,6,
158,5,6,
159,5,6,
160,5,6,
161,5,6,
162,5,6,
163,5,6,
164,5,6,
165,5,6,
166,5,6,
167,5,6,
168,5,6,
169,5,6,
170,5,6,
171,5,6,
172,5,6,
173,5,6,
174,5,6,
174,5,7,
175,5,7,
176,5,7,
177,5,7,
178,5,7,
179,5,7,
180,5,7,
181,5,7,
182,5,7,
183,5,7,
184,5,7,
185,5,7,
186,5,7,
187,5,7,
188,5,7,
189,5,7,
190,5,7,
190,6,7,
191,6,7,
192,6,7,
193,6,7,
194,6,7,
195,6,7,
196,6,7,
197,6,7,
198,6,7,
199,6,7,
200,6,7,
201,6,7,
202,6,7,
203,6,7,
204,6,7,
205,6,7,
206,6,7,
207,6,7,
208,6,7,
209,6,7,
210,6,7,
211,6,7,
212,6,7,
213,6,7,
214,6,7,
215,6,7,
216,6,7,
217,6,7,
218,6,7,
219,6,7,
220,6,7,
221,6,7,
222,6,7,
223,6,7,
224,6,7,
225,6,7,
226,6,7,
227,6,7,
228,6,7,
229,6,7,
230,6,7,
231,6,7,
232,6,7,
233,6,7,
234,6,7,
235,6,7,
236,6,7,
237,6,7,
238,6,7,
239,6,7,
240,6,7,
241,6,7,
242,6,7,
243,6,7,
244,6,7,
245,6,7,
246,6,7,
247,6,7,
248,6,7,
249,6,7,
250,6,7,
251,6,7,
252,6,7,
253,6,7,
254,6,7,
255,6,7,
256,6,7,
256,7,7,
257,7,7,
258,7,7,
259,7,7,
260,7,7,
261,7,7,
262,7,7,
263,7,7,
264,7,7,
265,7,7,
266,7,7,
267,7,7,
268,7,7,
269,7,7,
270,7,7,
271,7,7,
272,7,7,
273,7,7,
274,7,7,
275,7,7,
276,7,7,
277,7,7,
278,7,7,
279,7,7,
280,7,7,
281,7,7,
282,7,7,
283,7,7,
284,7,7,
285,7,7,
286,7,7,
287,7,7,
288,7,7,
289,7,7,
290,7,7,
291,7,7,
292,7,7,
293,7,7,
294,7,7,
295,7,7,
296,7,7,
297,7,7,
298,7,7,
299,7,7,
300,7,7,
301,7,7,
302,7,7,
303,7,7,
304,7,7,
305,7,7,
306,7,7,
307,7,7,
308,7,7,
309,7,7,
310,7,7,
311,7,7,
312,7,7,
313,7,7,
314,7,7,
315,7,7,
316,7,7,
317,7,7,
318,7,7,
319,7,7,
320,7,7,
321,7,7,
322,7,7,
323,7,7,
324,7,7,
325,7,7,
325,8,7,
326,8,7,
327,8,7,
328,8,7,
329,8,7,
330,8,7,
331,8,7,
332,8,7,
333,8,7,
334,8,7,
335,8,7,
336,8,7,
337,8,7,
338,8,7,
339,8,7,
340,8,7,
341,8,7,
342,8,7,
343,8,7,
344,8,7,
345,8,7,
346,8,7,
347,8,7,
348,8,7,
349,8,7,
350,8,7,
351,8,7,
352,8,7,
353,8,7,
354,8,7,
355,8,7,
356,8,7,
357,8,7,
358,8,7,
359,8,7,
360,8,7,
361,8,7,
362,8,7,
363,8,7,
364,8,7,
365,8,7,
366,8,7,
367,8,7,
368,8,7,
369,8,7,
370,8,7,
371,8,7,
372,8,7,
373,8,7,
374,8,7,
375,8,7,
376,8,7,
377,8,7,
378,8,7,
379,8,7,
380,8,7,
381,8,7,
382,8,7,
383,8,7,
384,8,7,
385,8,7,
386,8,7,
387,8,7,
388,8,7,
389,8,7,
390,8,7,
391,8,7,
392,8,7,
393,8,7,
394,8,7,
395,8,7,
396,8,7,
397,8,7,
398,8,7,
399,8,7,
400,8,7,
401,8,7,
402,8,7,
403,8,7,
404,8,7,
405,8,7,
406,8,7,
407,8,7,
408,8,7,
409,8,7,
410,8,7,
411,8,7,
412,8,7,
413,8,7,
414,8,7,
415,8,7,
416,8,7,
417,8,7,
418,8,7,
419,8,7,
420,8,7,
421,8,7,
421,9,7,
422,9,7,
423,9,7,
424,9,7,
425,9,7,
426,9,7,
427,9,7,
428,9,7,
429,9,7,
430,9,7,
431,9,7,
432,9,7,
433,9,7,
434,9,7,
435,9,7,
436,9,7,
437,9,7,
438,9,7,
439,9,7,
440,9,7,
441,9,7,
442,9,7,
443,9,7,
444,9,7,
445,9,7,
446,9,7,
447,9,7,
448,9,7,
449,9,7,
450,9,7,
451,9,7,
452,9,7,
453,9,7,
454,9,7,
455,9,7,
456,9,7,
457,9,7,
458,9,7,
459,9,7,
460,9,7,
461,9,7,
462,9,7,
463,9,7,
464,9,7,
465,9,7,
466,9,7,
467,9,7,
468,9,7,
469,9,7,
470,9,7,
471,9,7,
472,9,7,
473,9,7,
474,9,7,
